經號 , 冊數 , 卷數 , 經名 , 作譯者
T0237 , 08 , 1 , 金剛般若波羅蜜經 , 陳 真諦譯
T0238 , 08 , 1 , 金剛能斷般若波羅蜜經 , 隋 笈多譯
T0239 , 08 , 1 , 佛說能斷金剛般若波羅蜜多經 , 唐 義淨譯
T0240 , 08 , 1 , 實相般若波羅蜜經 , 唐 菩提流志譯
T0241 , 08 , 1 , 金剛頂瑜伽理趣般若經 , 唐 金剛智譯
T0242 , 08 , 1 , 佛說遍照般若波羅蜜經 , 宋 施護譯
T0243 , 08 , 1 , 大樂金剛不空真實三麼耶經 , 唐 不空譯
T0244 , 08 , 7 , 佛說最上根本大樂金剛不空三昧大教王經 , 宋 法賢譯
T0245 , 08 , 2 , 佛說仁王般若波羅蜜經 , 後秦 鳩摩羅什譯
T0246 , 08 , 2 , 仁王護國般若波羅蜜多經 , 唐 不空譯
T0247 , 08 , 1 , 佛說了義般若波羅蜜多經 , 宋 施護譯
T0248 , 08 , 1 , 佛說五十頌聖般若波羅蜜經 , 宋 施護譯
T0249 , 08 , 1 , 佛說帝釋般若波羅蜜多心經 , 宋 施護譯
T0250 , 08 , 1 , 摩訶般若波羅蜜大明呪經 , 姚秦 鳩摩羅什譯
T0251 , 08 , 1 , 般若波羅蜜多心經 , 唐 玄奘譯
T0252 , 08 , 1 , 普遍智藏般若波羅蜜多心經 , 唐 法月重譯
T0253 , 08 , 1 , 般若波羅蜜多心經 , 唐 般若共利言等譯
T0254 , 08 , 1 , 般若波羅蜜多心經 , 唐 智慧輪譯
T0255 , 08 , 1 , 般若波羅蜜多心經 , 唐 法成譯
T0256 , 08 , 1 , 唐梵翻對字音般若波羅蜜多心經 , 
T0257 , 08 , 1 , 佛說聖佛母般若波羅蜜多經 , 宋 施護譯
T0258 , 08 , 1 , 佛說聖佛母小字般若波羅蜜多經 , 宋 天息災譯
T0259 , 08 , 1 , 佛說觀想佛母般若波羅蜜多菩薩經 , 宋 天息災譯
T0260 , 08 , 4 , 佛說開覺自性般若波羅蜜多經 , 宋 惟淨等譯
T0261 , 08 , 10 , 大乘理趣六波羅蜜多經 , 唐 般若譯
T0262 , 09 , 7 , 妙法蓮華經 , 姚秦 鳩摩羅什譯
T0263 , 09 , 10 , 正法華經 , 西晉 竺法護譯
T0264 , 09 , 7 , 添品妙法蓮華經 , 隋 闍那崛多共笈多譯
T0265 , 09 , 1 , 薩曇分陀利經 , 失譯
T0266 , 09 , 3 , 佛說阿惟越致遮經 , 西晉 竺法護譯
T0267 , 09 , 4 , 不退轉法輪經 , 失譯
T0268 , 09 , 6 , 佛說廣博嚴淨不退轉輪經 , 宋 智嚴譯
T0269 , 09 , 1 , 佛說法華三昧經 , 宋 智嚴譯
T0270 , 09 , 2 , 大法鼓經 , 劉宋 求那跋陀羅譯
T0271 , 09 , 3 , 佛說菩薩行方便境界神通變化經 , 劉宋 求那跋陀羅譯
T0272 , 09 , 10 , 大薩遮尼乾子所說經 , 元魏 菩提留支譯
T0273 , 09 , 1 , 金剛三昧經 , 失譯
T0274 , 09 , 1 , 佛說濟諸方等學經 , 西晉 竺法護譯
T0275 , 09 , 1 , 大乘方廣總持經 , 隋 毘尼多流支譯
T0276 , 09 , 1 , 無量義經 , 蕭齊 曇摩伽陀耶舍譯
T0277 , 09 , 1 , 佛說觀普賢菩薩行法經 , 劉宋 曇無蜜多譯
T0278 , 09 , 60 , 大方廣佛華嚴經 , 東晉 佛馱跋陀羅譯
T0279 , 10 , 80 , 大方廣佛華嚴經 , 唐 實叉難陀譯
T0280 , 10 , 1 , 佛說兜沙經 , 後漢 支婁迦讖譯
T0281 , 10 , 1 , 佛說菩薩本業經 , 吳 支謙譯
T0282 , 10 , 1 , 諸菩薩求佛本業經 , 西晉 聶道真譯
T0283 , 10 , 1 , 菩薩十住行道品 , 西晉 竺法護譯
T0284 , 10 , 1 , 佛說菩薩十住經 , 東晉 祇多蜜譯
T0285 , 10 , 5 , 漸備一切智德經 , 西晉 竺法護譯
T0286 , 10 , 4 , 十住經 , 姚秦 鳩摩羅什譯
T0287 , 10 , 9 , 佛說十地經 , 唐 尸羅達摩譯
T0288 , 10 , 3 , 等目菩薩所問三昧經 , 西晉 竺法護譯
T0289 , 10 , 1 , 顯無邊佛土功德經 , 唐 玄奘譯
T0290 , 10 , 1 , 佛說較量一切佛剎功德經 , 宋 法賢譯
T0291 , 10 , 4 , 佛說如來興顯經 , 西晉 竺法護譯
T0292 , 10 , 6 , 度世品經 , 西晉 竺法護譯
T0293 , 10 , 40 , 大方廣佛華嚴經 , 唐 般若譯
T0294 , 10 , 3 , 佛說羅摩伽經 , 西秦 聖堅譯
T0295 , 10 , 1 , 大方廣佛華嚴經入法界品 , 唐 地婆訶羅譯
T0296 , 10 , 1 , 文殊師利發願經 , 東晉 佛陀跋陀羅譯
T0297 , 10 , 1 , 普賢菩薩行願讚 , 唐 不空譯
T0298 , 10 , 1 , 大方廣普賢所說經 , 唐 實叉難陀譯
T0299 , 10 , 5 , 大方廣總持寶光明經 , 宋 法天譯
T0300 , 10 , 1 , 大方廣佛華嚴經不思議佛境界分 , 唐 提雲般若譯
T0301 , 10 , 1 , 大方廣如來不思議境界經 , 唐 實叉難陀譯
T0302 , 10 , 1 , 度諸佛境界智光嚴經 , 失譯
T0303 , 10 , 2 , 佛華嚴入如來德智不思議境界經 , 隋 闍那崛多譯
T0304 , 10 , 1 , 大方廣入如來智德不思議經 , 唐 實叉難陀譯
T0305 , 10 , 5 , 信力入印法門經 , 元魏 曇摩流支譯
T0306 , 10 , 1 , 大方廣佛花嚴經修慈分 , 唐 提雲般若等譯
T0307 , 10 , 1 , 佛說莊嚴菩提心經 , 姚秦 鳩摩羅什譯
T0308 , 10 , 1 , 佛說大方廣菩薩十地經 , 元魏 吉迦夜譯
T0309 , 10 , 10 , 最勝問菩薩十住除垢斷結經 , 姚秦 竺佛念譯
T0310 , 11 , 120 , 大寶積經 , 唐 菩提流志譯
T0311 , 11 , 3 , 大方廣三戒經 , 北涼 曇無讖譯
T0312 , 11 , 20 , 佛說如來不思議祕密大乘經 , 宋 法護．惟淨譯
T0313 , 11 , 2 , 阿閦佛國經 , 後漢 支婁迦讖譯
T0314 , 11 , 1 , 佛說大乘十法經 , 梁 僧伽婆羅譯
T0315a , 11 , 1 , 佛說普門品經 , 西晉 竺法護譯
T0315b , 11 , 1 , 佛說普門品經 , 西晉 竺法護譯
T0316 , 11 , 40 , 佛說大乘菩薩藏正法經 , 宋 法護等譯
T0317 , 11 , 1 , 佛說胞胎經 , 西晉 竺法護譯
T0318 , 11 , 2 , 文殊師利佛土嚴淨經 , 西晉 竺法護譯
T0319 , 11 , 3 , 大聖文殊師利菩薩佛剎功德莊嚴經 , 唐 不空譯
T0320 , 11 , 20 , 父子合集經 , 宋 日稱等譯
T0321 , 12 , 4 , 佛說護國尊者所問大乘經 , 宋 施護譯
T0322 , 12 , 1 , 法鏡經 , 後漢 安玄譯
T0323 , 12 , 1 , 郁迦羅越問菩薩行經 , 西晉 竺法護譯
T0324 , 12 , 1 , 佛說幻士仁賢經 , 西晉 竺法護譯
T0325 , 12 , 1 , 佛說決定毘尼經 , 西晉 燉煌三藏譯
T0326 , 12 , 1 , 佛說三十五佛名禮懺文 , 唐 不空譯
T0327 , 12 , 2 , 發覺淨心經 , 隋 闍那崛多譯
T0328 , 12 , 1 , 佛說須賴經 , 曹魏 白延譯
T0329 , 12 , 1 , 佛說須賴經 , 前涼 支施崙譯
T0330 , 12 , 1 , 佛說菩薩修行經 , 西晉 白法祖譯
T0331 , 12 , 3 , 佛說無畏授所問大乘經 , 宋 施護等譯
T0332 , 12 , 1 , 佛說優填王經 , 西晉 法炬譯
T0333 , 12 , 1 , 佛說大乘日子王所問經 , 宋 法天譯
T0334 , 12 , 1 , 佛說須摩提菩薩經 , 西晉 竺法護譯
T0335 , 12 , 1 , 佛說須摩提菩薩經 , 姚秦 鳩摩羅什譯
T0336 , 12 , 1 , 須摩提經 , 唐 菩提流志譯
T0337 , 12 , 1 , 佛說阿闍貰王女阿術達菩薩經 , 西晉 竺法護譯
T0338 , 12 , 1 , 佛說離垢施女經 , 西晉 竺法護譯
T0339 , 12 , 1 , 得無垢女經 , 元魏 瞿曇般若流支譯
T0340 , 12 , 2 , 文殊師利所說不思議佛境界經 , 唐 菩提流志譯
T0341 , 12 , 3 , 聖善住意天子所問經 , 元魏 毘目智仙共般若流支譯
T0342 , 12 , 2 , 佛說如幻三昧經 , 西晉 竺法護譯
T0343 , 12 , 1 , 佛說太子刷護經 , 西晉 竺法護譯
T0344 , 12 , 1 , 佛說太子和休經 , 失譯
T0345 , 12 , 2 , 慧上菩薩問大善權經 , 西晉 竺法護譯
T0346 , 12 , 4 , 佛說大方廣善巧方便經 , 宋 施護譯
T0347 , 12 , 2 , 大乘顯識經 , 唐 地婆訶羅譯
T0348 , 12 , 1 , 佛說大乘方等要慧經 , 後漢 安世高譯
T0349 , 12 , 1 , 彌勒菩薩所問本願經 , 西晉 竺法護譯
T0350 , 12 , 1 , 佛說遺日摩尼寶經 , 後漢 支婁迦讖譯
T0351 , 12 , 1 , 佛說摩訶衍寶嚴經 , 失譯
T0352 , 12 , 5 , 佛說大迦葉問大寶積正法經 , 宋 施護譯
T0353 , 12 , 1 , 勝鬘師子吼一乘大方便方廣經 , 劉宋 求那跋陀羅譯
T0354 , 12 , 2 , 毘耶娑問經 , 元魏 瞿曇般若流支譯
T0355 , 12 , 1 , 入法界體性經 , 隋 闍那崛多譯
T0356 , 12 , 1 , 佛說寶積三昧文殊師利菩薩問法身經 , 後漢 安世高譯
T0357 , 12 , 2 , 如來莊嚴智慧光明入一切佛境界經 , 元魏 曇摩流支譯
T0358 , 12 , 1 , 度一切諸佛境界智嚴經 , 梁 僧伽婆羅等譯
T0359 , 12 , 5 , 佛說大乘入諸佛境界智光明莊嚴經 , 宋 法護等譯
T0360 , 12 , 2 , 佛說無量壽經 , 曹魏 康僧鎧譯
T0361 , 12 , 4 , 佛說無量清淨平等覺經 , 後漢 支婁迦讖譯
T0362 , 12 , 2 , 佛說阿彌陀三耶三佛薩樓佛檀過度人道經 , 吳 支謙譯
T0363 , 12 , 3 , 佛說大乘無量壽莊嚴經 , 宋 法賢譯
T0364 , 12 , 2 , 佛說大阿彌陀經 , 宋 王日休校輯
T0365 , 12 , 1 , 佛說觀無量壽佛經 , 宋 畺良耶舍譯
T0366 , 12 , 1 , 佛說阿彌陀經 , 姚秦 鳩摩羅什譯
T0367 , 12 , 1 , 稱讚淨土佛攝受經 , 唐 玄奘譯
T0368 , 12 , 1 , 拔一切業障根本得生淨土神呪 , 劉宋 求那跋陀羅重譯
T0369 , 12 , 1 , 阿彌陀佛說呪 , 
T0370 , 12 , 1 , 阿彌陀鼓音聲王陀羅尼經 , 失譯
T0371 , 12 , 1 , 觀世音菩薩授記經 , 宋 曇無竭譯
T0372 , 12 , 3 , 佛說如幻三摩地無量印法門經 , 宋 施護等譯
T0373 , 12 , 1 , 後出阿彌陀佛偈 , 失譯
T0374 , 12 , 40 , 大般涅槃經 , 北涼 曇無讖譯
T0375 , 12 , 36 , 大般涅槃經 , 宋 慧嚴等依泥洹經加之
T0376 , 12 , 6 , 佛說大般泥洹經 , 東晉 法顯譯
T0377 , 12 , 2 , 大般涅槃經後分 , 唐 若那跋陀羅譯
T0378 , 12 , 2 , 佛說方等般泥洹經 , 西晉 竺法護譯
T0379 , 12 , 3 , 四童子三昧經 , 隋 闍那崛多譯
T0380 , 12 , 5 , 大悲經 , 高齊 那連提耶舍譯
T0381 , 12 , 3 , 等集眾德三昧經 , 西晉 竺法護譯
T0382 , 12 , 3 , 集一切福德三昧經 , 姚秦 鳩摩羅什譯
T0383 , 12 , 2 , 摩訶摩耶經 , 蕭齊 曇景譯
T0384 , 12 , 7 , 菩薩從兜術天降神母胎說廣普經 , 姚秦 竺佛念譯
T0385 , 12 , 2 , 中陰經 , 姚秦 竺佛念譯
T0386 , 12 , 2 , 蓮華面經 , 隋 那連提耶舍譯
T0387 , 12 , 6 , 大方等無想經 , 北涼 曇無讖譯
T0388 , 12 , 1 , 大雲無想經卷第九 , 姚秦 竺佛念譯
T0389 , 12 , 1 , 佛垂般涅槃略說教誡經 , 姚秦 鳩摩羅什譯
T0390 , 12 , 1 , 佛臨涅槃記法住經 , 唐 玄奘譯
T0391 , 12 , 1 , 般泥洹後灌臘經 , 西晉 竺法護譯
T0392 , 12 , 1 , 佛滅度後棺斂葬送經 , 失譯
T0393 , 12 , 1 , 迦葉赴佛般涅槃經 , 東晉 竺曇無蘭譯
T0394 , 12 , 1 , 佛入涅槃密迹金剛力士哀戀經 , 失譯
T0395 , 12 , 1 , 佛說當來變經 , 西晉 竺法護譯
T0396 , 12 , 1 , 佛說法滅盡經 , 失譯
T0397 , 13 , 60 , 大方等大集經 , 北涼 曇無讖譯
T0398 , 13 , 8 , 大哀經 , 西晉 竺法護譯
T0399 , 13 , 4 , 寶女所問經 , 西晉 竺法護譯
T0400 , 13 , 18 , 佛說海意菩薩所問淨印法門經 , 宋 惟淨等譯
T0401 , 13 , 2 , 佛說無言童子經 , 西晉 竺法護譯
T0402 , 13 , 10 , 寶星陀羅尼經 , 唐 波羅頗蜜多羅譯
T0403 , 13 , 7 , 阿差末菩薩經 , 西晉 竺法護譯
T0404 , 13 , 8 , 大集大虛空藏菩薩所問經 , 唐 不空譯
T0405 , 13 , 1 , 虛空藏菩薩經 , 姚秦 佛陀耶舍譯
T0406 , 13 , 1 , 虛空藏菩薩神呪經 , 失譯
T0407 , 13 , 1 , 虛空藏菩薩神呪經 , 宋 曇摩蜜多譯
T0408 , 13 , 2 , 虛空孕菩薩經 , 隋 闍那崛多譯
T0409 , 13 , 1 , 觀虛空藏菩薩經 , 劉宋 曇摩蜜多譯
T0410 , 13 , 8 , 大方廣十輪經 , 失譯
T0411 , 13 , 10 , 大乘大集地藏十輪經 , 唐 玄奘譯
T0412 , 13 , 2 , 地藏菩薩本願經 , 唐 實叉難陀譯
T0413 , 13 , 1 , 百千頌大集經地藏菩薩請問法身讚 , 唐 不空譯
T0414 , 13 , 5 , 菩薩念佛三昧經 , 劉宋 功德直譯
T0415 , 13 , 10 , 大方等大集經菩薩念佛三昧分 , 隋 達磨笈多譯
T0416 , 13 , 5 , 大方等大集經賢護分 , 隋 闍那崛多譯
T0417 , 13 , 1 , 般舟三昧經 , 後漢 支婁迦讖譯
T0418 , 13 , 3 , 般舟三昧經 , 後漢 支婁迦讖譯
T0419 , 13 , 1 , 拔陂菩薩經 , 失譯
T0420 , 13 , 2 , 自在王菩薩經 , 姚秦 鳩摩羅什譯
T0421 , 13 , 2 , 奮迅王問經 , 元魏 瞿曇般若流支譯
T0422 , 13 , 2 , 大集譬喻王經 , 隋 闍那崛多譯
T0423 , 13 , 4 , 僧伽吒經 , 元魏 月婆首那譯
T0424 , 13 , 5 , 大集會正法經 , 宋 施護譯
T0425 , 14 , 8 , 賢劫經 , 西晉 竺法護譯
T0426 , 14 , 1 , 佛說千佛因緣經 , 後秦 鳩摩羅什譯
T0427 , 14 , 1 , 佛說八吉祥神呪經 , 吳 支謙譯
T0428 , 14 , 1 , 佛說八陽神呪經 , 西晉 竺法護譯
T0429 , 14 , 1 , 佛說八部佛名經 , 元魏 瞿曇般若流支譯
T0430 , 14 , 1 , 八吉祥經 , 梁 僧伽婆羅譯
T0431 , 14 , 1 , 八佛名號經 , 隋 闍那崛多譯
T0432 , 14 , 1 , 佛說十吉祥經 , 失譯
T0433 , 14 , 1 , 佛說寶網經 , 西晉 竺法護譯
T0434 , 14 , 3 , 佛說稱揚諸佛功德經 , 元魏 吉迦夜譯
T0435 , 14 , 1 , 佛說滅十方冥經 , 西晉 竺法護譯
T0436 , 14 , 1 , 受持七佛名號所生功德經 , 唐 玄奘譯
T0437 , 14 , 1 , 大乘寶月童子問法經 , 宋 施護譯
T0438 , 14 , 2 , 佛說大乘大方廣佛冠經 , 宋 法護等譯
T0439 , 14 , 1 , 佛說諸佛經 , 宋 施護譯
T0440 , 14 , 12 , 佛說佛名經 , 元魏 菩提流支譯
T0441 , 14 , 30 , 佛說佛名經 , 
T0442 , 14 , 1 , 十方千五百佛名經 , 失譯
T0443 , 14 , 8 , 五千五百佛名神呪除障滅罪經 , 隋 闍那崛多譯
T0444 , 14 , 1 , 佛說百佛名經 , 隋 那連提耶舍譯
T0445 , 14 , 2 , 佛說不思議功德諸佛所護念經 , 失譯
T0446a , 14 , 1 , 過去莊嚴劫千佛名經 , 闕譯
T0446b , 14 , 1 , 過去莊嚴劫千佛名經 , 失譯
T0447a , 14 , 1 , 現在賢劫千佛名經 , 闕譯
T0447b , 14 , 1 , 現在賢劫千佛名經 , 
T0448a , 14 , 1 , 未來星宿劫千佛名經 , 闕譯
T0448b , 14 , 1 , 未來星宿劫千佛名經 , 失譯
T0449 , 14 , 1 , 佛說藥師如來本願經 , 隋 達摩笈多譯
T0450 , 14 , 1 , 藥師琉璃光如來本願功德經 , 唐 玄奘譯
T0451 , 14 , 2 , 藥師琉璃光七佛本願功德經 , 唐 義淨譯
T0452 , 14 , 1 , 佛說觀彌勒菩薩上生兜率天經 , 宋 沮渠京聲譯
T0453 , 14 , 1 , 佛說彌勒下生經 , 西晉 竺法護譯
T0454 , 14 , 1 , 佛說彌勒下生成佛經 , 後秦 鳩摩羅什譯
T0455 , 14 , 1 , 佛說彌勒下生成佛經 , 唐 義淨譯
T0456 , 14 , 1 , 佛說彌勒大成佛經 , 姚秦 鳩摩羅什譯
T0457 , 14 , 1 , 佛說彌勒來時經 , 失譯
T0458 , 14 , 1 , 文殊師利問菩薩署經 , 後漢 支婁迦讖譯
T0459 , 14 , 1 , 佛說文殊悔過經 , 西晉 竺法護譯
T0460 , 14 , 1 , 佛說文殊師利淨律經 , 西晉 竺法護譯
T0461 , 14 , 2 , 佛說文殊師利現寶藏經 , 西晉 竺法護譯
T0462 , 14 , 3 , 大方廣寶篋經 , 劉宋 求那跋陀羅譯
T0463 , 14 , 1 , 佛說文殊師利般涅槃經 , 西晉 聶道真譯
T0464 , 14 , 1 , 文殊師利問菩提經 , 姚秦 鳩摩羅什譯
T0465 , 14 , 1 , 伽耶山頂經 , 元魏 菩提流支譯
T0466 , 14 , 1 , 佛說象頭精舍經 , 隋 毘尼多流支譯
T0467 , 14 , 1 , 大乘伽耶山頂經 , 唐 菩提流志譯
T0468 , 14 , 2 , 文殊師利問經 , 梁 僧伽婆羅譯
T0469 , 14 , 1 , 文殊問經字母品第十四 , 唐 不空譯
T0470 , 14 , 1 , 佛說文殊師利巡行經 , 元魏 菩提流支譯
T0471 , 14 , 1 , 佛說文殊師利行經 , 隋 豆那掘多譯
T0472 , 14 , 1 , 佛說大乘善見變化文殊師利問法經 , 宋 天息災譯
T0473 , 14 , 1 , 佛說妙吉祥菩薩所問大乘法螺經 , 宋 法賢譯
T0474 , 14 , 2 , 佛說維摩詰經 , 吳 支謙譯
T0475 , 14 , 3 , 維摩詰所說經 , 姚秦 鳩摩羅什譯
T0476 , 14 , 6 , 說無垢稱經 , 唐 玄奘譯
T0477 , 14 , 1 , 佛說大方等頂王經 , 西晉 竺法護譯
T0478 , 14 , 1 , 大乘頂王經 , 梁 月婆首那譯
T0479 , 14 , 2 , 善思童子經 , 隋 闍那崛多譯
T0480 , 14 , 2 , 佛說月上女經 , 隋 闍那崛多譯
T0481 , 14 , 4 , 持人菩薩經 , 西晉 竺法護譯
T0482 , 14 , 4 , 持世經 , 姚秦 鳩摩羅什譯
T0483 , 14 , 1 , 三曼陀跋陀羅菩薩經 , 西晉 聶道真譯
T0484 , 14 , 1 , 不思議光菩薩所說經 , 後秦 鳩摩羅什譯
T0485 , 14 , 4 , 無所有菩薩經 , 隋 闍那崛多等譯
T0486 , 14 , 1 , 師子莊嚴王菩薩請問經 , 唐 那提譯
T0487 , 14 , 1 , 離垢慧菩薩所問禮佛法經 , 唐 那提譯
T0488 , 14 , 1 , 寶授菩薩菩提行經 , 宋 法賢譯
T0489 , 14 , 20 , 佛說除蓋障菩薩所問經 , 宋 法護等譯
T0490 , 14 , 1 , 佛說八大菩薩經 , 宋 法賢譯
T0491 , 14 , 1 , 六菩薩亦當誦持經 , 失譯
T0492a , 14 , 1 , 佛說阿難問事佛吉凶經 , 後漢 安世高譯
T0492b , 14 , 1 , 阿難問事佛吉凶經 , 後漢 安世高譯
T0493 , 14 , 1 , 佛說阿難四事經 , 吳 支謙譯
T0494 , 14 , 1 , 阿難七夢經 , 東晉 竺曇無蘭譯
T0495 , 14 , 1 , 佛說阿難分別經 , 乞伏秦 法堅譯
T0496 , 14 , 1 , 佛說大迦葉本經 , 西晉 竺法護譯
T0497 , 14 , 1 , 佛說摩訶迦葉度貧母經 , 劉宋 求那跋陀羅譯
T0498 , 14 , 2 , 佛說初分說經 , 宋 施護譯
T0499 , 14 , 1 , 佛為阿支羅迦葉自化作苦經 , 失譯
T0500 , 14 , 1 , 羅云忍辱經 , 西晉 法炬譯
T0501 , 14 , 1 , 佛說沙曷比丘功德經 , 西晉 法炬譯
T0502 , 14 , 1 , 佛為年少比丘說正事經 , 西晉 法炬譯
T0503 , 14 , 1 , 比丘避女惡名欲自殺經 , 西晉 法炬譯
T0504 , 14 , 1 , 比丘聽施經 , 東晉 曇無蘭譯
T0505 , 14 , 1 , 佛說隨勇尊者經 , 宋 施護等譯
T0506 , 14 , 1 , 犍陀國王經 , 後漢 安世高譯
T0507 , 14 , 1 , 佛說未生冤經 , 吳 支謙譯
T0508 , 14 , 1 , 阿闍世王問五逆經 , 西晉 法炬譯
T0509 , 14 , 1 , 阿闍世王授決經 , 西晉 法炬譯
T0510 , 14 , 1 , 採花違王上佛授決號妙花經 , 東晉 竺曇無蘭譯
T0511 , 14 , 1 , 佛說蓱沙王五願經 , 吳 支謙譯
T0512 , 14 , 1 , 佛說淨飯王般涅槃經 , 劉宋 沮渠京聲譯
T0513 , 14 , 1 , 佛說琉璃王經 , 西晉 竺法護譯
T0514 , 14 , 1 , 佛說諫王經 , 劉宋 沮渠京聲譯
T0515 , 14 , 1 , 如來示教勝軍王經 , 唐 玄奘譯
T0516 , 14 , 1 , 佛說勝軍王所問經 , 宋 施護譯
T0517 , 14 , 1 , 佛說末羅王經 , 劉宋 沮渠京聲譯
T0518 , 14 , 1 , 佛說旃陀越國王經 , 劉宋 沮渠京聲譯
T0519 , 14 , 1 , 佛說摩達國王經 , 劉宋 沮渠京聲譯
T0520 , 14 , 1 , 佛說薩羅國經 , 失譯
T0521 , 14 , 1 , 佛說梵摩難國王經 , 失譯
T0522 , 14 , 1 , 普達王經 , 失譯
T0523 , 14 , 1 , 佛說五王經 , 失譯
T0524 , 14 , 1 , 佛為優填王說王法政論經 , 唐 不空譯
T0525 , 14 , 1 , 佛說長者子懊惱三處經 , 後漢 安世高譯
T0526 , 14 , 1 , 佛說長者子制經 , 後漢 安世高譯
T0527 , 14 , 1 , 佛說逝童子經 , 西晉 支法度譯
T0528 , 14 , 1 , 佛說菩薩逝經 , 西晉 白法祖譯
T0529 , 14 , 1 , 佛說阿鳩留經 , 失譯
T0530 , 14 , 1 , 佛說須摩提長者經 , 吳 支謙譯
T0531 , 14 , 1 , 佛說長者音悅經 , 吳 支謙譯
T0532 , 14 , 1 , 私呵昧經 , 吳 支謙譯
T0533 , 14 , 1 , 菩薩生地經 , 吳 支謙譯
T0534 , 14 , 1 , 佛說月光童子經 , 西晉 竺法護譯
T0535 , 14 , 1 , 佛說申日經 , 西晉 竺法護譯
T0536 , 14 , 1 , 申日兒本經 , 劉宋 求那跋陀羅譯
T0537 , 14 , 1 , 佛說越難經 , 西晉 聶承遠譯
T0538 , 14 , 1 , 佛說呵雕阿那鋡經 , 東晉 竺曇無蘭譯
T0539 , 14 , 1 , 盧至長者因緣經 , 失譯
T0540a , 14 , 1 , 佛說樹提伽經 , 劉宋 求那跋陀羅譯
T0540b , 14 , 1 , 佛說樹提伽經 , 劉宋 求那跋陀羅譯
T0541 , 14 , 1 , 佛說佛大僧大經 , 劉宋 沮渠京聲譯
T0542 , 14 , 1 , 佛說耶祇經 , 劉宋 沮渠京聲譯
T0543 , 14 , 3 , 佛說巨力長者所問大乘經 , 宋 智吉祥等譯
T0544 , 14 , 1 , 辯意長者子經 , 後魏 法場譯
T0545 , 14 , 2 , 佛說德護長者經 , 隋 那連提耶舍譯
T0546 , 14 , 1 , 佛說金耀童子經 , 宋 天息災譯
T0547 , 14 , 1 , 大花嚴長者問佛那羅延力經 , 唐 般若共利言譯
T0548 , 14 , 1 , 佛說金光王童子經 , 宋 法賢譯
T0549 , 14 , 4 , 佛說光明童子因緣經 , 宋 施護譯
T0550 , 14 , 12 , 金色童子因緣經 , 宋 惟淨等譯
T0551 , 14 , 1 , 佛說摩鄧女經 , 後漢 安世高譯
T0552 , 14 , 1 , 佛說摩登女解形中六事經 , 失譯
T0553 , 14 , 1 , 佛說㮈女祇域因緣經 , 後漢 安世高譯
T0554 , 14 , 1 , 佛說奈女耆婆經 , 後漢 安世高譯
T0555a , 14 , 1 , 五母子經 , 吳 支謙譯
T0555b , 14 , 1 , 五母子經 , 吳 支謙譯
T0556 , 14 , 1 , 佛說七女經 , 吳 支謙譯
T0557 , 14 , 1 , 佛說龍施女經 , 吳 支謙譯
T0558 , 14 , 1 , 佛說龍施菩薩本起經 , 西晉 竺法護譯
T0559 , 14 , 1 , 佛說老女人經 , 吳 支謙譯
T0560 , 14 , 1 , 佛說老母女六英經 , 劉宋 求那跋陀羅譯
T0561 , 14 , 1 , 佛說老母經 , 失譯
T0562 , 14 , 1 , 佛說無垢賢女經 , 西晉 竺法護譯
T0563 , 14 , 1 , 佛說腹中女聽經 , 北涼 曇無讖譯
T0564 , 14 , 1 , 佛說轉女身經 , 劉宋 曇摩蜜多譯
T0565 , 14 , 2 , 順權方便經 , 西晉 竺法護譯
T0566 , 14 , 1 , 樂瓔珞莊嚴方便品經 , 姚秦 曇摩耶舍譯
T0567 , 14 , 1 , 佛說梵志女首意經 , 西晉 竺法護譯
T0568 , 14 , 1 , 有德女所問大乘經 , 唐 菩提流志譯
T0569 , 14 , 1 , 佛說心明經 , 西晉 竺法護譯
T0570 , 14 , 1 , 佛說賢首經 , 西秦 聖堅譯
T0571 , 14 , 1 , 佛說婦人遇辜經 , 乞伏秦 聖堅譯
T0572 , 14 , 1 , 佛說長者法志妻經 , 失譯
T0573 , 14 , 1 , 差摩婆帝授記經 , 元魏 菩提流支譯
T0574 , 14 , 1 , 佛說堅固女經 , 隋 那連提耶舍譯
T0575 , 14 , 1 , 佛說大方等修多羅王經 , 後魏 菩提流支譯
T0576 , 14 , 1 , 佛說轉有經 , 元魏 佛陀扇多譯
T0577 , 14 , 1 , 佛說大乘流轉諸有經 , 唐 義淨譯
T0578 , 14 , 1 , 無垢優婆夷問經 , 後魏 瞿曇般若流支譯
